100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_09:55:32.37,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,2.56,2.92,-0.05,3.89,41.19,2.56,1.83,-0.29,3.16,54.46,1.10,-1.10,0.29,1.58,135.00,0.00,0.73,1.08,1.30,0.00,-0.37,-0.18,0.56,0.70,243.43,0.00,0.00,0.49,0.49,0.00,0.55,0.73,0.32,0.97,36.87,0.00,-0.37,0.64,0.73,180.00,-0.73,4.75,-0.15,4.81,351.25
20201120_09:55:32.89,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,2.56,2.56,0.00,3.62,45.00,2.92,1.83,-0.34,3.47,57.99,1.10,-1.10,0.29,1.58,135.00,0.00,-0.73,0.88,1.15,180.00,-0.37,-0.55,0.51,0.84,213.69,0.00,-0.37,0.44,0.57,180.00,0.55,0.37,0.27,0.71,56.31,0.00,-0.73,0.59,0.94,180.00,-0.73,4.75,-0.15,4.81,351.25
20201120_09:55:33.42,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,2.19,2.56,-0.05,3.37,40.60,2.92,1.46,-0.29,3.28,63.43,0.73,-1.10,0.34,1.36,146.31,0.00,-0.37,1.03,1.09,180.00,-0.73,-0.55,0.56,1.07,233.13,0.00,-0.73,0.49,0.88,180.00,0.73,0.37,0.24,0.85,63.43,-0.37,-0.73,0.64,1.04,206.57,-0.73,5.48,-0.05,5.53,352.41
20201120_09:55:33.95,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,2.19,2.92,-0.10,3.66,36.87,3.66,1.46,-0.20,3.94,68.20,1.10,-0.73,0.34,1.36,123.69,0.00,-0.73,1.08,1.30,180.00,-0.73,-0.73,0.59,1.19,225.00,0.00,-0.73,0.49,0.88,180.00,0.73,0.37,0.24,0.85,63.43,-0.37,-0.73,0.64,1.04,206.57,-0.37,4.75,-0.20,4.77,355.60
20201120_09:55:34.48,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.83,2.56,-0.10,3.15,35.54,3.66,1.46,-0.20,3.94,68.20,1.10,-1.10,0.39,1.60,135.00,0.00,-0.73,1.08,1.30,180.00,-0.73,-1.46,0.69,1.77,206.57,0.00,-1.10,0.54,1.22,180.00,0.73,0.37,0.24,0.85,63.43,0.00,-0.73,0.59,0.94,180.00,-0.37,5.48,-0.10,5.50,356.19
20201120_09:55:35.00,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.46,2.56,-0.05,2.95,29.74,4.39,1.83,-0.15,4.75,67.38,0.73,-0.73,0.39,1.11,135.00,0.00,-1.10,1.13,1.57,180.00,-0.73,-1.46,0.69,1.77,206.57,0.00,-1.10,0.54,1.22,180.00,0.73,0.37,0.24,0.85,63.43,-0.37,-1.10,0.59,1.30,198.43,-0.37,9.50,-0.83,9.55,357.80
20201120_09:55:35.53,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,2.56,-0.10,2.79,23.20,4.39,1.83,-0.15,4.75,67.38,0.73,-0.73,0.39,1.11,135.00,0.00,-1.10,1.13,1.57,180.00,-0.73,-1.46,0.69,1.77,206.57,-0.37,-1.10,0.59,1.30,198.43,0.73,0.37,0.24,0.85,63.43,-0.37,-0.73,0.64,1.04,206.57,-0.73,9.50,-0.78,9.56,355.60
20201120_09:55:36.06,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,0.73,2.56,-0.05,2.66,15.95,4.39,2.19,-0.10,4.90,63.43,0.37,-0.73,0.44,0.93,153.43,0.00,-1.10,1.13,1.57,180.00,-0.73,-2.19,0.78,2.44,198.43,-0.37,-1.10,0.59,1.30,198.43,0.73,0.37,0.24,0.85,63.43,-0.73,-0.73,0.69,1.24,225.00,-0.73,9.50,-0.78,9.56,355.60
20201120_09:55:36.58,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,0.73,2.19,0.00,2.31,18.43,4.39,1.83,-0.15,4.75,67.38,0.73,-1.10,0.44,1.39,146.31,0.00,-1.10,1.13,1.57,180.00,-0.91,-2.19,0.76,2.49,202.62,0.37,-1.10,0.69,1.34,161.57,0.73,0.37,0.24,0.85,63.43,-0.73,-0.73,0.69,1.24,225.00,-1.10,9.50,-0.83,9.60,353.42
20201120_09:55:37.11,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.10,1.83,0.10,2.13,30.96,4.39,1.83,-0.15,4.75,67.38,1.46,-1.10,0.34,1.86,126.87,0.00,-1.10,1.13,1.57,180.00,-1.83,-2.19,0.83,2.97,219.81,0.37,-1.10,0.69,1.34,161.57,0.73,0.37,0.24,0.85,63.43,-0.73,-1.10,0.64,1.46,213.69,-1.28,9.50,-0.86,9.63,352.33
20201120_09:55:37.64,99.9,99.9,999.9,001,0.00,-0.73,0.29,0.79,180.00,2.19,1.83,-0.05,2.86,50.19,3.66,2.19,0.00,4.26,59.04,1.46,-0.73,0.29,1.66,116.57,-0.37,-1.10,1.18,1.65,198.43,-1.64,-2.19,0.86,2.87,216.87,0.37,-1.10,0.69,1.34,161.57,0.73,0.37,0.24,0.85,63.43,-0.73,-1.10,0.64,1.46,213.69,-0.91,9.50,-0.81,9.58,354.51
20201120_09:55:38.16,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.83,1.83,0.00,2.58,45.00,2.92,2.19,0.10,3.66,53.13,1.46,-1.10,0.34,1.86,126.87,0.00,-1.10,1.13,1.57,180.00,-1.64,-2.19,0.86,2.87,216.87,-0.37,-1.10,0.59,1.30,198.43,0.73,0.37,0.24,0.85,63.43,-0.73,-1.10,0.64,1.46,213.69,-0.73,5.85,-0.20,5.90,352.87
20201120_09:55:38.69,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.46,1.83,0.05,2.34,38.66,1.83,2.19,-0.05,2.86,39.81,1.10,-1.46,0.44,1.88,143.13,0.00,-0.91,1.10,1.43,180.00,-1.10,-2.19,0.78,2.57,206.57,-0.37,-0.73,0.64,1.04,206.57,-0.73,0.37,0.44,0.93,296.57,0.37,-1.10,0.49,1.26,161.57,-0.73,5.85,-0.20,5.90,352.87
20201120_09:55:39.22,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.10,1.83,0.00,2.13,30.96,1.46,2.19,0.00,2.64,33.69,0.73,-1.46,0.49,1.71,153.43,0.00,-1.46,1.08,1.82,180.00,-1.10,-2.19,0.78,2.57,206.57,0.00,0.00,0.59,0.59,0.00,-0.73,0.37,0.44,0.93,296.57,1.46,-0.73,0.69,1.77,116.57,-0.73,8.59,-0.47,8.63,355.14
20201120_09:55:39.75,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.46,1.83,-0.05,2.34,38.66,1.46,2.19,0.00,2.64,33.69,0.73,-1.46,0.49,1.71,153.43,-0.37,-1.46,1.03,1.82,194.04,-0.91,-2.19,0.81,2.51,202.62,0.00,0.18,0.47,0.50,0.00,-0.73,0.00,0.39,0.83,270.00,0.37,9.87,-0.88,9.92,2.12,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:40.27,99.9,99.9,999.9,001,0.00,-0.73,0.29,0.79,180.00,1.46,1.83,-0.05,2.34,38.66,1.10,2.19,-0.05,2.45,26.57,0.00,-0.73,0.49,0.88,180.00,0.00,-1.46,1.08,1.82,180.00,-0.91,-2.19,0.81,2.51,202.62,0.00,0.55,0.42,0.69,0.00,-0.73,0.00,0.39,0.83,270.00,-0.55,9.87,-0.76,9.91,356.82,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:40.80,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.83,2.56,-0.20,3.15,35.54,1.10,2.19,-0.05,2.45,26.57,0.73,-0.73,0.39,1.11,135.00,-0.37,-1.83,0.98,2.11,191.31,-0.91,-2.19,0.81,2.51,202.62,0.00,0.18,0.37,0.41,0.00,-0.73,0.00,0.39,0.83,270.00,-0.55,9.87,-0.76,9.91,356.82,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:41.33,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.83,2.92,-0.24,3.46,32.01,1.10,2.19,-0.05,2.45,26.57,0.73,-0.73,0.39,1.11,135.00,-0.73,-1.83,0.93,2.18,201.80,-0.91,-2.19,0.81,2.51,202.62,0.00,0.18,0.37,0.41,0.00,-0.73,0.00,0.39,0.83,270.00,-1.10,9.87,-0.69,9.95,353.66,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:41.85,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.83,2.92,-0.24,3.46,32.01,1.10,2.19,-0.05,2.45,26.57,0.00,-0.37,0.44,0.57,180.00,-0.73,-1.83,0.93,2.18,201.80,-0.91,-2.19,0.81,2.51,202.62,0.00,-0.37,0.44,0.57,180.00,-0.73,0.00,0.39,0.83,270.00,-1.46,3.84,0.07,4.11,339.15,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:42.38,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,1.83,2.92,-0.24,3.46,32.01,1.10,2.19,-0.05,2.45,26.57,0.00,-0.37,0.44,0.57,180.00,-0.73,-1.10,0.93,1.61,213.69,-0.37,-0.37,0.59,0.78,225.00,0.00,-0.37,0.44,0.57,180.00,-0.73,0.00,0.39,0.83,270.00,-1.46,4.20,0.12,4.45,340.82,-0.73,8.59,-0.47,8.63,355.14
20201120_09:55:42.91,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.83,2.92,-0.24,3.46,32.01,1.10,1.83,0.00,2.13,30.96,0.00,-0.37,0.44,0.57,180.00,-0.73,-1.10,0.83,1.56,213.69,-0.37,-0.37,0.59,0.78,225.00,0.00,0.37,0.34,0.50,0.00,-0.73,0.00,0.39,0.83,270.00,-1.10,-0.73,0.73,1.51,236.31,-0.73,8.22,-0.51,8.27,354.92
20201120_09:55:43.43,99.9,99.9,999.9,001,0.37,0.55,0.17,0.68,33.69,2.19,2.56,-0.34,3.39,40.60,1.46,1.83,0.05,2.34,38.66,0.00,-0.37,0.44,0.57,180.00,-0.37,-1.10,0.88,1.45,198.43,-0.37,-0.37,0.59,0.78,225.00,0.00,-0.37,0.44,0.57,180.00,-0.73,0.00,0.39,0.83,270.00,-1.10,-0.73,0.73,1.51,236.31,-0.73,10.97,-0.78,11.02,356.19
20201120_09:55:43.96,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,2.19,2.56,-0.34,3.39,40.60,1.46,1.46,0.10,2.07,45.00,0.00,-0.37,0.44,0.57,180.00,-0.73,0.00,0.88,1.15,270.00,-0.37,-0.73,0.54,0.98,206.57,0.00,-0.73,0.49,0.88,180.00,-0.73,0.00,0.39,0.83,270.00,-1.46,-1.10,0.73,1.97,233.13,-0.73,10.23,-0.88,10.30,355.91
20201120_09:55:44.49,99.9,99.9,999.9,001,0.00,0.00,0.20,0.20,0.00,2.56,2.19,-0.34,3.39,49.40,2.56,1.10,0.20,2.79,66.80,0.73,0.00,0.29,0.79,90.00,-0.73,0.00,0.88,1.15,270.00,-0.37,0.00,0.54,0.65,270.00,0.00,-0.73,0.49,0.88,180.00,-0.73,0.00,0.39,0.83,270.00,-1.46,-1.10,0.73,1.97,233.13,-0.73,10.23,-0.88,10.30,355.91
20201120_09:55:45.01,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,2.56,2.19,-0.34,3.39,49.40,2.56,1.10,0.20,2.79,66.80,0.73,-0.37,0.34,0.89,116.57,-1.10,0.00,0.93,1.44,270.00,5.12,0.00,-0.20,5.12,90.00,0.00,-0.73,0.49,0.88,180.00,-0.73,0.00,0.39,0.83,270.00,-1.46,-1.10,0.73,1.97,233.13,-0.73,10.23,-0.88,10.30,355.91
20201120_09:55:45.54,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,2.92,2.19,-0.29,3.67,53.13,3.66,1.10,0.15,3.82,73.30,2.19,0.37,0.44,2.27,80.54,-1.10,0.00,0.93,1.44,270.00,4.93,0.00,-0.22,4.94,90.00,0.00,-0.37,0.54,0.65,180.00,-0.73,0.00,0.39,0.83,270.00,-1.10,-1.10,0.69,1.70,225.00,-0.73,10.23,-0.88,10.30,355.91
20201120_09:55:46.07,99.9,99.9,999.9,001,1.64,0.00,0.42,1.70,90.00,2.92,2.19,-0.29,3.67,53.13,3.66,1.10,0.15,3.82,73.30,2.19,0.00,0.49,2.25,90.00,-1.10,-0.37,0.88,1.45,251.57,4.93,0.00,-0.22,4.94,90.00,0.00,-0.37,0.54,0.65,180.00,-0.73,0.18,0.42,0.86,284.04,-0.73,-0.91,0.76,1.39,218.66,-0.73,10.78,-0.81,10.84,356.12
20201120_09:55:46.60,99.9,99.9,999.9,001,3.29,0.00,0.64,3.35,90.00,2.92,2.19,-0.29,3.67,53.13,3.66,1.10,0.15,3.82,73.30,2.19,0.37,0.44,2.27,80.54,0.00,-0.37,1.03,1.09,180.00,4.75,0.00,-0.24,4.76,90.00,0.00,-0.73,0.49,0.88,180.00,-0.73,0.37,0.44,0.93,296.57,-0.55,-1.10,0.81,1.47,206.57,-0.73,10.23,-0.88,10.30,355.91
20201120_09:55:47.12,99.9,99.9,999.9,001,3.29,0.00,0.64,3.35,90.00,2.56,2.19,-0.34,3.39,49.40,3.66,1.10,0.15,3.82,73.30,4.02,0.00,0.44,4.04,90.00,0.00,-0.73,0.98,1.22,180.00,4.75,0.00,-0.24,4.76,90.00,-1.10,-0.37,0.59,1.30,251.57,-0.73,0.37,0.44,0.93,296.57,-0.37,-0.18,0.76,0.86,243.43,-0.73,10.97,-0.78,11.02,356.19
20201120_09:55:47.65,99.9,99.9,999.9,001,1.64,0.00,0.42,1.70,90.00,2.56,2.19,-0.34,3.39,49.40,3.29,1.46,0.05,3.60,66.04,4.02,-0.37,0.39,4.06,95.19,0.00,-0.73,0.98,1.22,180.00,5.48,0.37,-0.20,5.50,86.19,0.18,-0.73,0.51,0.91,165.96,-0.73,0.37,0.44,0.93,296.57,-0.37,-1.10,0.78,1.40,198.43,-13.89,10.23,0.88,17.28,306.38
20201120_09:55:48.18,99.9,99.9,999.9,001,1.64,0.00,0.42,1.70,90.00,2.56,2.19,-0.34,3.39,49.40,3.29,1.46,0.05,3.60,66.04,2.56,-0.37,0.59,2.65,98.13,0.00,-0.73,0.98,1.22,180.00,2.92,0.37,0.15,2.95,82.87,0.18,-0.37,0.56,0.70,153.43,0.00,0.37,0.34,0.50,0.00,0.37,-0.91,0.76,1.24,158.20,-6.94,10.23,-0.05,12.37,325.84
20201120_09:55:48.70,99.9,99.9,999.9,001,0.18,0.00,0.22,0.29,90.00,2.56,2.19,-0.34,3.39,49.40,2.92,1.46,0.00,3.27,63.43,2.19,-0.37,0.44,2.27,99.46,0.00,-0.73,0.98,1.22,180.00,2.74,0.37,0.12,2.77,82.41,0.00,-0.73,0.49,0.88,180.00,-0.37,0.37,0.39,0.65,315.00,-0.18,-0.91,0.73,1.19,191.31,-6.94,10.23,-0.05,12.37,325.84
20201120_09:55:49.23,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,2.19,2.19,-0.29,3.12,45.00,2.92,1.10,0.05,3.12,69.44,2.19,-0.37,0.44,2.27,99.46,0.00,-0.55,0.95,1.10,180.00,2.74,0.18,0.15,2.75,86.19,0.73,-0.37,0.64,1.04,116.57,0.00,0.37,0.34,0.50,0.00,0.00,-0.73,0.69,1.00,180.00,-6.94,-0.37,1.37,7.09,266.99
20201120_09:55:49.76,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,2.19,1.83,-0.15,2.86,50.19,2.92,0.73,0.00,3.01,75.96,1.10,-0.73,0.24,1.34,123.69,-1.10,-0.55,0.81,1.47,243.43,2.56,0.18,0.12,2.57,85.91,0.00,-0.37,0.54,0.65,180.00,0.00,0.73,0.29,0.79,0.00,-0.37,-0.73,0.64,1.04,206.57,-6.94,-0.55,1.40,7.10,265.49
20201120_09:55:50.28,99.9,99.9,999.9,001,-0.18,0.00,0.32,0.37,270.00,1.46,1.10,-0.05,1.83,53.13,2.92,0.00,0.00,2.92,90.00,0.73,-0.73,0.29,1.07,135.00,-1.10,-0.37,0.78,1.40,251.57,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,0.00,0.00,0.39,0.39,0.00,0.37,-0.73,0.73,1.10,153.43,-6.94,0.37,1.47,7.11,273.01
20201120_09:55:50.81,99.9,99.9,999.9,001,-0.18,0.00,0.32,0.37,270.00,1.46,0.37,-0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.73,-0.73,0.29,1.07,135.00,-0.91,-0.73,0.71,1.37,231.34,0.00,0.00,0.39,0.39,0.00,-0.73,-0.37,0.54,0.98,243.43,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.64,0.73,0.00,-6.94,0.37,1.47,7.11,273.01
20201120_09:55:51.34,99.9,99.9,999.9,001,-0.18,0.00,0.32,0.37,270.00,1.46,0.37,-0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.73,-0.73,0.20,1.05,135.00,-0.91,-0.73,0.71,1.37,231.34,0.00,0.00,0.39,0.39,0.00,-0.37,-0.37,0.59,0.78,225.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.64,0.73,0.00,-6.94,-0.37,1.37,7.09,266.99
20201120_09:55:51.87,99.9,99.9,999.9,001,-0.18,0.00,0.32,0.37,270.00,1.46,0.37,0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.37,-1.10,0.29,1.19,161.57,-0.91,-1.10,0.76,1.62,219.81,0.00,0.00,0.39,0.39,0.00,-0.37,-0.37,0.59,0.78,225.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.64,0.73,0.00,-6.94,0.73,1.42,7.13,276.01
20201120_09:55:52.39,99.9,99.9,999.9,001,-0.18,0.00,0.32,0.37,270.00,1.46,0.37,0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.73,-0.73,0.20,1.05,135.00,-1.10,-1.46,0.73,1.97,216.87,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.64,0.73,0.00,-6.94,0.00,1.32,7.07,270.00
20201120_09:55:52.92,99.9,99.9,999.9,001,0.55,0.00,0.42,0.69,90.00,1.46,0.37,0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.37,-0.73,0.15,0.83,153.43,-1.28,-1.46,0.71,2.07,221.19,0.00,0.00,0.39,0.39,0.00,-0.37,0.73,0.64,1.04,333.43,0.00,-0.37,0.34,0.50,180.00,-0.73,0.37,0.54,0.98,296.57,0.00,0.18,0.42,0.45,0.00
20201120_09:55:53.45,99.9,99.9,999.9,001,0.00,0.00,0.49,0.49,0.00,1.46,0.37,0.05,1.51,75.96,2.19,0.00,-0.10,2.20,90.00,0.00,-0.73,0.20,0.76,180.00,-1.28,-1.46,0.71,2.07,221.19,0.00,0.18,0.42,0.45,0.00,-0.37,0.00,0.54,0.65,270.00,-0.18,-0.37,0.37,0.55,206.57,0.37,0.73,0.73,1.10,26.57,0.00,-0.18,0.47,0.50,180.00
20201120_09:55:53.97,99.9,99.9,999.9,001,0.00,0.00,0.49,0.49,0.00,1.83,0.37,0.00,1.86,78.69,2.56,-0.37,-0.10,2.59,98.13,0.00,-1.10,0.15,1.11,180.00,-1.10,-1.46,0.64,1.94,216.87,0.00,0.18,0.42,0.45,0.00,-0.37,0.73,0.64,1.04,333.43,0.37,-0.37,0.29,0.59,135.00,0.73,0.73,0.69,1.24,45.00,0.00,-0.18,0.47,0.50,180.00
20201120_09:55:54.50,99.9,99.9,999.9,001,0.00,0.00,0.49,0.49,0.00,2.56,0.37,-0.10,2.59,81.87,2.19,-0.73,-0.10,2.31,108.43,-0.37,-0.73,-0.05,0.82,206.57,-1.10,-1.46,0.64,1.94,216.87,0.00,0.18,0.42,0.45,0.00,-0.37,0.73,0.64,1.04,333.43,0.37,-0.37,0.29,0.59,135.00,0.37,0.73,0.73,1.10,26.57,0.00,0.18,0.42,0.45,0.00
20201120_09:55:55.03,99.9,99.9,999.9,001,0.37,0.00,0.54,0.65,90.00,1.83,1.46,-0.15,2.35,51.34,2.19,-1.10,-0.15,2.46,116.57,-0.37,-0.73,-0.05,0.82,206.57,-1.10,-1.46,0.64,1.94,216.87,2.19,2.74,0.37,3.53,38.66,-0.37,0.37,0.69,0.86,315.00,0.37,-0.73,0.34,0.89,153.43,0.55,0.00,0.66,0.86,90.00,0.00,0.18,0.42,0.45,0.00
20201120_09:55:55.55,99.9,99.9,999.9,001,0.37,-0.55,0.47,0.81,146.31,1.83,1.46,-0.15,2.35,51.34,2.56,-1.10,-0.10,2.79,113.20,-0.73,-0.73,-0.10,1.04,225.00,0.00,-1.46,0.78,1.66,180.00,2.19,3.11,0.47,3.83,35.22,-0.37,0.37,0.69,0.86,315.00,0.37,-0.73,0.24,0.85,153.43,0.55,0.55,0.69,1.04,45.00,-0.73,-0.37,0.64,1.04,243.43
20201120_09:55:56.08,99.9,99.9,999.9,001,1.28,0.00,0.37,1.33,90.00,2.19,0.73,-0.20,2.32,71.57,2.56,-1.10,-0.10,2.79,113.20,-0.37,-0.73,-0.15,0.83,206.57,0.18,-1.46,0.81,1.68,172.87,0.37,0.91,0.66,1.19,21.80,-0.37,0.37,0.69,0.86,315.00,1.46,0.91,0.56,1.81,57.99,0.37,0.73,0.59,1.01,26.57,-0.73,0.18,0.71,1.04,284.04
20201120_09:55:56.61,99.9,99.9,999.9,001,1.10,0.00,0.34,1.15,90.00,1.46,0.00,-0.00,1.46,90.00,2.56,-1.10,-0.10,2.79,113.20,0.37,-0.73,-0.05,0.82,153.43,0.00,-1.46,0.78,1.66,180.00,0.00,0.73,0.49,0.88,0.00,-0.37,0.37,0.69,0.86,315.00,0.91,0.37,0.47,1.09,68.20,0.00,0.18,0.51,0.55,0.00,-0.37,0.91,0.66,1.19,338.20
20201120_09:55:57.14,99.9,99.9,999.9,001,1.10,0.00,0.34,1.15,90.00,1.46,0.00,-0.00,1.46,90.00,2.56,-1.46,-0.15,2.95,119.74,0.37,-0.73,-0.05,0.82,153.43,0.37,-1.10,0.69,1.34,161.57,-0.37,0.73,0.54,0.98,333.43,0.00,-0.37,0.54,0.65,180.00,0.73,0.37,0.44,0.93,63.43,0.37,0.37,0.59,0.78,45.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:55:57.66,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.10,-0.37,0.00,1.16,108.43,2.19,-1.83,-0.15,2.86,129.81,0.73,-0.37,0.15,0.83,116.57,0.00,-0.73,0.59,0.94,180.00,-0.37,0.00,0.44,0.57,270.00,0.00,-0.37,0.54,0.65,180.00,0.73,0.37,0.44,0.93,63.43,0.00,0.37,0.54,0.65,0.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:55:58.19,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.10,-0.37,0.00,1.16,108.43,2.19,-1.46,-0.20,2.64,123.69,0.37,-0.37,0.10,0.53,135.00,0.37,-0.73,0.64,1.04,153.43,-0.37,0.00,0.44,0.57,270.00,0.00,-0.37,0.54,0.65,180.00,0.73,0.37,0.44,0.93,63.43,0.00,0.37,0.54,0.65,0.00,0.00,0.73,0.69,1.00,0.00
20201120_09:55:58.72,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.00,1.16,108.43,1.83,-1.46,-0.15,2.35,128.66,0.37,-0.37,0.10,0.53,135.00,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.00,0.44,0.57,270.00,0.37,-0.37,0.49,0.71,135.00,0.73,0.37,0.44,0.93,63.43,0.00,0.37,0.54,0.65,0.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:55:59.24,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.00,1.16,108.43,1.83,-1.10,-0.10,2.13,120.96,0.37,0.00,0.15,0.39,90.00,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.00,0.44,0.57,270.00,0.37,-0.37,0.49,0.71,135.00,0.73,0.00,0.39,0.83,90.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:55:59.77,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.73,0.00,0.00,0.73,90.00,1.83,-1.10,-0.10,2.13,120.96,1.10,0.00,0.15,1.11,90.00,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.39,0.83,90.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:56:00.30,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,0.37,0.10,1.16,71.57,1.46,-1.10,-0.15,1.83,126.87,1.10,0.00,0.15,1.11,90.00,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.73,0.54,0.98,333.43,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.39,0.83,90.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.73,0.64,1.04,333.43
20201120_09:56:00.82,99.9,99.9,999.9,001,0.37,0.18,0.27,0.49,63.43,1.10,0.00,0.05,1.10,90.00,1.46,-1.10,-0.15,1.83,126.87,1.10,0.00,0.15,1.11,90.00,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.39,0.83,90.00,0.00,0.37,0.54,0.65,0.00,0.00,0.37,0.54,0.65,0.00
20201120_09:56:01.35,99.9,99.9,999.9,001,0.37,0.18,0.27,0.49,63.43,2.56,0.00,-0.15,2.56,90.00,2.19,-1.10,-0.24,2.46,116.57,1.10,-0.37,0.20,1.17,108.43,-0.37,-0.73,0.64,1.04,206.57,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.39,0.83,90.00,0.37,0.37,0.49,0.71,45.00,0.00,0.18,0.51,0.55,0.00
20201120_09:56:01.88,99.9,99.9,999.9,001,0.00,0.18,0.22,0.29,0.00,2.56,-0.73,-0.15,2.67,105.95,2.19,-1.83,-0.34,2.88,129.81,0.73,-0.37,0.15,0.83,116.57,-0.37,-0.73,0.64,1.04,206.57,-0.55,0.73,0.56,1.07,323.13,0.37,-0.37,0.49,0.71,135.00,0.73,0.00,0.39,0.83,90.00,0.00,0.73,0.49,0.88,0.00,0.37,0.18,0.47,0.62,63.43
20201120_09:56:02.41,99.9,99.9,999.9,001,0.00,0.18,0.22,0.29,0.00,2.19,-0.73,-0.20,2.32,108.43,2.19,-2.19,-0.39,3.13,135.00,0.73,0.00,0.10,0.74,90.00,-0.37,-0.73,0.64,1.04,206.57,-0.73,0.73,0.59,1.19,315.00,0.00,-0.37,0.54,0.65,180.00,-0.18,0.00,0.42,0.45,270.00,-0.37,0.73,0.54,0.98,333.43,5.12,0.37,-0.05,5.13,85.91
